Age,Incidence and Survival Assumptions,Year,Sex,Annual Cost Increase (applied to initial and last phases),Total Costs,Initial Year After Diagnosis Cost,Continuing Phase Cost,Last Year of Life Cost,"Standard Deviation for all Initial, Continuing, and Last year",Initial Cost Exceeds Last Year of Life
All ages,Incidence/Survival follow recent trends,2016,Both sexes,2%,151217.6,45916.9,56664.7,48636.0,5588.212793311767,False
All ages,Incidence/Survival follow recent trends,2016,Both sexes,5%,167795.0,54639.6,56664.7,56490.7,1122.3396114070515,False
All ages,Incidence/Survival at constant rate,2016,Both sexes,0%,4457.3,1109.5,2112.1,1235.6,546.10136726924,False
All ages,Incidence follows recent trend/Survival constant,2016,Both sexes,0%,4174.6,975.2,2022.0,1177.4,555.2813461060377,False
All ages,Survival follows recent trend/Incidence constant,2016,Both sexes,0%,4495.3,1109.5,2136.1,1249.7,556.6669500997282,False
All ages,Incidence/Survival follow recent trends,2016,Both sexes,0%,4209.8,975.2,2044.2,1190.4,565.3975710359334,False
All ages,Incidence/Survival follow recent trends,2016,Both sexes,2%,4445.4,1098.2,2044.2,1303.0,497.7007936501609,False
All ages,Incidence/Survival follow recent trends,2016,Both sexes,5%,4844.9,1306.9,2044.2,1493.8,383.29341676231974,False
All ages,Incidence/Survival at constant rate,2016,Both sexes,0%,5110.2,1377.6,1240.0,2492.6,686.9213346519381,False
All ages,Incidence follows recent trend/Survival constant,2016,Both sexes,0%,5010.3,1319.0,1230.7,2460.6,686.0152403554894,False
All ages,Survival follows recent trend/Incidence constant,2016,Both sexes,0%,5249.1,1377.6,1278.4,2593.1,732.0879933450623,False
All ages,Incidence/Survival follow recent trends,2016,Both sexes,0%,5145.3,1319.0,1268.1,2558.2,730.5894264222552,False
All ages,Incidence/Survival follow recent trends,2016,Both sexes,2%,5619.1,1485.4,1268.1,2865.6,866.4272983541857,False
All ages,Incidence/Survival follow recent trends,2016,Both sexes,5%,6422.7,1767.5,1268.1,3387.0,1107.6941379881603,False
All ages,Incidence/Survival at constant rate,2016,Females,0%,18904.3,6541.4,8037.8,4325.1,1867.9462849164945,True
All ages,Incidence follows recent trend/Survival constant,2016,Females,0%,17768.1,5893.0,7733.5,4141.6,1796.134173718656,True
All ages,Survival follows recent trend/Incidence constant,2016,Females,0%,18994.5,6541.4,8096.4,4356.7,1878.6650925590754,True
All ages,Incidence/Survival follow recent trends,2016,Females,0%,17851.9,5893.0,7788.0,4170.9,1809.2385976795138,True
All ages,Incidence/Survival follow recent trends,2016,Females,2%,19107.7,6636.5,7788.0,4683.2,1569.5602452067055,True
All ages,Incidence/Survival follow recent trends,2016,Females,5%,21237.0,7897.2,7788.0,5551.8,1323.7205294169912,True
All ages,Incidence/Survival at constant rate,2016,Females,0%,1544.7,497.2,362.5,685.0,161.97694280359784,False
All ages,Incidence follows recent trend/Survival constant,2016,Females,0%,1284.4,327.5,337.0,620.0,166.2004312068213,False
All ages,Survival follows recent trend/Incidence constant,2016,Females,0%,1546.5,497.2,362.9,686.4,162.52455199138376,False
All ages,Incidence/Survival follow recent trends,2016,Females,0%,1285.8,327.5,337.3,621.0,166.6953208701432,False
All ages,Incidence/Survival follow recent trends,2016,Females,2%,1398.6,368.8,337.3,692.5,196.61340239159688,False
All ages,Incidence/Survival follow recent trends,2016,Females,5%,1589.9,438.8,337.3,813.8,250.99120170502653,False
All ages,Incidence/Survival at constant rate,2016,Both sexes,0%,15917.1,6649.7,4443.8,4823.5,1179.348219710079,True
All ages,Incidence follows recent trend/Survival constant,2016,Both sexes,0%,13873.8,5372.5,4125.5,4375.8,659.6804756850091,True
All ages,Survival follows recent trend/Incidence constant,2016,Both sexes,0%,16143.7,6649.7,4552.6,4941.3,1115.6124371841681,True
All ages,Incidence/Survival follow recent trends,2016,Both sexes,0%,14069.1,5372.5,4219.6,4477.0,605.1657376289571,True
All ages,Incidence/Survival follow recent trends,2016,Both sexes,2%,15178.3,6050.3,4219.6,4908.5,924.6398343859803,True
All ages,Incidence/Survival follow recent trends,2016,Both sexes,5%,17059.2,7199.7,4219.6,5640.0,1490.592514181301,True
All ages,Incidence/Survival at constant rate,2016,Both sexes,0%,1590.8,656.8,189.6,744.3,298.2236800345226,False
All ages,Incidence follows recent trend/Survival constant,2016,Both sexes,0%,1552.2,635.9,186.7,729.6,290.20129220939043,False
All ages,Survival follows recent trend/Incidence constant,2016,Both sexes,0%,1745.6,656.8,225.3,863.5,325.63179103603096,False
All ages,Incidence/Survival follow recent trends,2016,Both sexes,0%,1704.0,635.9,221.7,846.4,317.8369550571487,False
All ages,Incidence/Survival follow recent trends,2016,Both sexes,2%,1879.6,716.2,221.7,941.8,368.3226891373016,False
All ages,Incidence/Survival follow recent trends,2016,Both sexes,5%,2177.5,852.2,221.7,1103.6,454.3273085929717,False
All ages,Incidence/Survival at constant rate,2016,Both sexes,0%,4039.2,1201.2,1121.4,1716.7,323.133197510459,False
All ages,Incidence follows recent trend/Survival constant,2016,Both sexes,0%,3685.6,1009.4,1067.4,1608.8,330.5949989539063,False
All ages,Survival follows recent trend/Incidence constant,2016,Both sexes,0%,4067.5,1201.2,1132.8,1733.5,328.8521298902188,False
All ages,Incidence/Survival follow recent trends,2016,Both sexes,0%,3711.1,1009.4,1077.8,1623.9,336.7773794858161,False
All ages,Incidence/Survival follow recent trends,2016,Both sexes,2%,4028.2,1136.7,1077.8,1813.7,408.9309273377759,False
All ages,Incidence/Survival follow recent trends,2016,Both sexes,5%,4566.0,1352.7,1077.8,2135.6,548.8538451476252,False
All ages,Incidence/Survival at constant rate,2016,Both sexes,0%,4569.0,1284.1,1954.4,1330.4,374.3487188883293,False
All ages,Incidence follows recent trend/Survival constant,2016,Both sexes,0%,5139.3,1589.7,2099.3,1450.3,341.64443504907274,True
All ages,Survival follows recent trend/Incidence constant,2016,Both sexes,0%,4661.4,1284.1,2009.6,1367.7,396.9413936590639,False
All ages,Incidence/Survival follow recent trends,2016,Both sexes,0%,5246.4,1589.7,2163.2,1493.5,362.0899473887668,True
All ages,Incidence/Survival follow recent trends,2016,Both sexes,2%,5588.2,1790.3,2163.2,1634.8,271.55147455562326,True
All ages,Incidence/Survival follow recent trends,2016,Both sexes,5%,6167.9,2130.4,2163.2,1874.4,158.12299010580332,True
All ages,Incidence/Survival at constant rate,2016,Both sexes,0%,6322.4,870.8,2477.5,2974.0,1099.3518833082214,False
All ages,Incidence follows recent trend/Survival constant,2016,Both sexes,0%,6106.9,820.5,2408.3,2878.0,1078.195497115435,False
All ages,Survival follows recent trend/Incidence constant,2016,Both sexes,0%,6479.1,870.8,2548.3,3059.9,1145.1273306201952,False
All ages,Incidence/Survival follow recent trends,2016,Both sexes,0%,6255.7,820.5,2475.6,2959.6,1121.7070933774705,False
All ages,Incidence/Survival follow recent trends,2016,Both sexes,2%,6694.9,924.1,2475.6,3295.3,1204.2736247769164,False
All ages,Incidence/Survival follow recent trends,2016,Both sexes,5%,7439.6,1099.6,2475.6,3864.4,1382.4049382627848,False
All ages,Incidence/Survival at constant rate,2016,Both sexes,0%,13648.0,5926.7,2076.2,5645.0,2146.3938198755604,True
All ages,Incidence follows recent trend/Survival constant,2016,Both sexes,0%,11846.1,4914.1,1926.8,5005.2,1751.6091202091864,False
All ages,Survival follows recent trend/Incidence constant,2016,Both sexes,0%,13938.1,5926.7,2162.4,5848.9,2151.2124325598343,True
All ages,Incidence/Survival follow recent trends,2016,Both sexes,0%,12090.3,4914.1,2000.1,5176.1,1762.9055561770747,False
All ages,Incidence/Survival follow recent trends,2016,Both sexes,2%,13318.4,5534.0,2000.1,5784.2,2116.225494443665,False
All ages,Incidence/Survival follow recent trends,2016,Both sexes,5%,15400.9,6585.3,2000.1,6815.5,2716.1593055881926,False
All ages,Incidence/Survival at constant rate,2016,Both sexes,0%,13996.1,3480.6,5680.0,4835.4,1109.5188566821805,False
All ages,Incidence follows recent trend/Survival constant,2016,Both sexes,0%,13829.5,3393.5,5642.6,4793.4,1135.7311492308968,False
All ages,Survival follows recent trend/Incidence constant,2016,Both sexes,0%,14227.0,3480.6,5799.0,4947.4,1172.7249862322083,False
All ages,Incidence/Survival follow recent trends,2016,Both sexes,0%,14056.9,3393.5,5760.0,4903.5,1198.1940925131175,False
All ages,Incidence/Survival follow recent trends,2016,Both sexes,2%,15025.4,3821.6,5760.0,5443.9,1039.9656292397358,False
All ages,Incidence/Survival follow recent trends,2016,Both sexes,5%,16667.7,4547.5,5760.0,6360.2,923.424566491492,False
All ages,Incidence/Survival at constant rate,2016,Both sexes,0%,2845.1,540.4,1926.2,378.5,850.6887934687593,True
All ages,Incidence follows recent trend/Survival constant,2016,Both sexes,0%,3193.5,704.5,2065.2,423.8,877.9228269045063,True
All ages,Survival follows recent trend/Incidence constant,2016,Both sexes,0%,2854.8,540.4,1934.2,380.2,854.718128975863,True
All ages,Incidence/Survival follow recent trends,2016,Both sexes,0%,3204.7,704.5,2074.4,425.8,882.438067704093,True
All ages,Incidence/Survival follow recent trends,2016,Both sexes,2%,3343.9,793.4,2074.4,476.2,846.1501127656567,True
All ages,Incidence/Survival follow recent trends,2016,Both sexes,5%,3579.9,944.1,2074.4,561.5,786.6413053821503,True
All ages,Incidence/Survival at constant rate,2016,Females,0%,5685.3,1489.6,1842.0,2353.7,434.4904026558009,False
All ages,Incidence follows recent trend/Survival constant,2016,Females,0%,4626.8,893.8,1670.7,2062.2,594.6994226778207,False
All ages,Survival follows recent trend/Incidence constant,2016,Females,0%,5812.5,1489.6,1893.6,2429.4,471.4378149165947,False
All ages,Incidence/Survival follow recent trends,2016,Females,0%,4718.4,893.8,1708.3,2116.3,622.4120419786237,False
All ages,Incidence/Survival follow recent trends,2016,Females,2%,5086.8,1006.6,1708.3,2371.9,682.7385956572252,False
All ages,Incidence/Survival follow recent trends,2016,Females,5%,5711.4,1197.8,1708.3,2805.3,821.388610829247,False
All ages,Incidence/Survival at constant rate,2016,Both sexes,0%,2607.3,1610.2,132.3,864.8,738.9593831869246,True
All ages,Incidence follows recent trend/Survival constant,2016,Both sexes,0%,2584.7,1594.7,131.7,858.3,731.5054704739626,True
All ages,Survival follows recent trend/Incidence constant,2016,Both sexes,0%,2800.4,1610.2,175.9,1014.4,720.5641747963883,True
All ages,Incidence/Survival follow recent trends,2016,Both sexes,0%,2776.2,1594.7,175.0,1006.5,713.3161501045662,True
All ages,Incidence/Survival follow recent trends,2016,Both sexes,2%,3097.9,1795.9,175.0,1127.0,814.5600059745957,True
All ages,Incidence/Survival follow recent trends,2016,Both sexes,5%,3643.4,2137.1,175.0,1331.3,986.2538331146466,True
All ages,Incidence/Survival at constant rate,2016,Males,0%,14320.4,5382.3,7619.7,1318.4,3194.4645785065973,True
All ages,Incidence follows recent trend/Survival constant,2016,Males,0%,13719.5,5000.2,7428.8,1290.5,3091.3508088428484,True
All ages,Survival follows recent trend/Incidence constant,2016,Males,0%,14364.2,5382.3,7657.2,1324.7,3207.798934368134,True
All ages,Incidence/Survival follow recent trends,2016,Males,0%,13761.7,5000.2,7464.9,1296.5,3104.8697863195484,True
All ages,Incidence/Survival follow recent trends,2016,Males,2%,14427.4,5631.1,7464.9,1331.4,3148.281668360271,True
All ages,Incidence/Survival follow recent trends,2016,Males,5%,15556.2,6700.8,7464.9,1390.5,3308.611749661782,True
All ages,Incidence/Survival at constant rate,2016,Both sexes,0%,2064.5,938.9,263.3,862.2,369.90977728810213,True
All ages,Incidence follows recent trend/Survival constant,2016,Both sexes,0%,1758.5,753.3,243.5,761.8,296.8173343994585,False
All ages,Survival follows recent trend/Incidence constant,2016,Both sexes,0%,2141.6,938.9,281.6,921.1,374.4596952054164,True
All ages,Incidence/Survival follow recent trends,2016,Both sexes,0%,1824.1,753.3,259.1,811.7,303.5926437404789,False
All ages,Incidence/Survival follow recent trends,2016,Both sexes,2%,2009.7,848.3,259.1,902.2,356.75375727991053,False
All ages,Incidence/Survival follow recent trends,2016,Both sexes,5%,2324.3,1009.5,259.1,1055.7,447.17747408979955,False
All ages,Incidence/Survival at constant rate,2016,Both sexes,0%,2848.8,1190.9,846.7,811.2,209.72441441091215,True
All ages,Incidence follows recent trend/Survival constant,2016,Both sexes,0%,2696.8,1091.3,821.0,784.5,167.5910598251987,True
All ages,Survival follows recent trend/Incidence constant,2016,Both sexes,0%,2845.4,1190.9,843.8,810.7,210.60470871595763,True
All ages,Incidence/Survival follow recent trends,2016,Both sexes,0%,2693.7,1091.3,818.3,784.1,168.35997148966257,True
All ages,Incidence/Survival follow recent trends,2016,Both sexes,2%,2915.8,1229.0,818.3,868.6,224.01366773778187,True
All ages,Incidence/Survival follow recent trends,2016,Both sexes,5%,3292.6,1462.5,818.3,1011.8,330.5466129509321,True
All ages,Incidence/Survival at constant rate,2016,Both sexes,0%,23470.0,4288.4,13002.6,6179.0,4583.906030159577,False
All ages,Incidence follows recent trend/Survival constant,2016,Both sexes,0%,24774.9,4484.8,13135.6,7154.5,4429.770421816463,False
All ages,Survival follows recent trend/Incidence constant,2016,Both sexes,0%,25584.7,4288.4,14725.1,6571.3,5486.66252136336,False
All ages,Incidence/Survival follow recent trends,2016,Both sexes,0%,26836.4,4484.8,14809.3,7542.3,5303.346357096934,False
All ages,Incidence/Survival follow recent trends,2016,Both sexes,2%,28052.2,5050.6,14809.3,8192.3,4981.418699861851,False
All ages,Incidence/Survival follow recent trends,2016,Both sexes,5%,30113.9,6010.1,14809.3,9294.5,4446.46344563107,False
All ages,Incidence/Survival at constant rate,2017,Both sexes,0%,147370.2,45840.8,56834.3,44695.2,6702.327834665607,True
All ages,Incidence follows recent trend/Survival constant,2017,Both sexes,0%,140116.7,41148.2,55512.9,43455.5,7714.155107549586,False
All ages,Survival follows recent trend/Incidence constant,2017,Both sexes,0%,152144.9,45840.8,59812.1,46491.9,7885.100749092132,False
All ages,Incidence/Survival follow recent trends,2017,Both sexes,0%,144674.2,41148.2,58364.2,45161.8,9007.432178669642,False
All ages,Incidence/Survival follow recent trends,2017,Both sexes,2%,156378.9,47266.4,58364.2,50748.4,5675.76571163163,False
All ages,Incidence/Survival follow recent trends,2017,Both sexes,5%,176721.7,57899.7,58364.2,60457.8,1362.7665989938785,False
All ages,Incidence/Survival at constant rate,2017,Both sexes,0%,4558.5,1137.7,2157.1,1263.6,555.7831441608618,False
All ages,Incidence follows recent trend/Survival constant,2017,Both sexes,0%,4229.9,984.9,2050.1,1194.9,564.2278026943844,False
All ages,Survival follows recent trend/Incidence constant,2017,Both sexes,0%,4604.3,1137.7,2186.0,1280.6,568.4925182738409,False
All ages,Incidence/Survival follow recent trends,2017,Both sexes,0%,4272.0,984.9,2076.5,1210.5,576.2583217041931,False
All ages,Incidence/Survival follow recent trends,2017,Both sexes,2%,4553.2,1131.3,2076.5,1345.4,495.6055319841914,False
All ages,Incidence/Survival follow recent trends,2017,Both sexes,5%,5042.1,1385.9,2076.5,1579.7,356.20617625190044,False
All ages,Incidence/Survival at constant rate,2017,Both sexes,0%,5217.7,1397.6,1269.3,2550.8,705.7588563619543,False
All ages,Incidence follows recent trend/Survival constant,2017,Both sexes,0%,5104.5,1332.9,1258.1,2513.5,704.2064754033436,False
All ages,Survival follows recent trend/Incidence constant,2017,Both sexes,0%,5381.7,1397.6,1315.4,2668.7,758.7130485236166,False
All ages,Incidence/Survival follow recent trends,2017,Both sexes,0%,5263.5,1332.9,1302.9,2627.7,756.3621354880212,False
All ages,Incidence/Survival follow recent trends,2017,Both sexes,2%,5833.5,1531.1,1302.9,2999.6,920.8110899274254,False
All ages,Incidence/Survival follow recent trends,2017,Both sexes,5%,6824.2,1875.5,1302.9,3645.8,1221.4071980029155,False
All ages,Incidence/Survival at constant rate,2017,Females,0%,19303.9,6620.5,8256.2,4427.2,1921.2548147846853,True
All ages,Incidence follows recent trend/Survival constant,2017,Females,0%,18061.1,5929.3,7910.2,4221.7,1845.9367459368698,True
All ages,Survival follows recent trend/Incidence constant,2017,Females,0%,19415.3,6620.5,8328.9,4465.9,1935.7901366969854,True
All ages,Incidence/Survival follow recent trends,2017,Females,0%,18164.3,5929.3,7977.6,4257.5,1863.2226624856194,True
All ages,Incidence/Survival follow recent trends,2017,Females,2%,19662.0,6810.9,7977.6,4873.5,1567.9149881291398,True
All ages,Incidence/Survival follow recent trends,2017,Females,5%,22264.9,8343.1,7977.6,5944.3,1292.4228268385443,True
All ages,Incidence/Survival at constant rate,2017,Females,0%,1544.7,497.9,362.0,684.8,162.07007743565742,False
All ages,Incidence follows recent trend/Survival constant,2017,Females,0%,1265.4,318.5,333.6,613.2,165.9579565231307,False
All ages,Survival follows recent trend/Incidence constant,2017,Females,0%,1546.9,497.9,362.5,686.5,162.72631420066435,False
All ages,Incidence/Survival follow recent trends,2017,Females,0%,1267.0,318.5,334.0,614.4,166.54389811698294,False
All ages,Incidence/Survival follow recent trends,2017,Females,2%,1397.6,365.9,334.0,697.7,201.4061154318144,False
All ages,Incidence/Survival follow recent trends,2017,Females,5%,1624.7,448.2,334.0,842.5,266.7977948434607,False
All ages,Incidence/Survival at constant rate,2017,Both sexes,0%,16267.7,6786.6,4553.1,4928.0,1196.0675998175577,True
All ages,Incidence follows recent trend/Survival constant,2017,Both sexes,0%,13986.7,5394.0,4177.4,4415.3,644.7952724185665,True
All ages,Survival follows recent trend/Incidence constant,2017,Both sexes,0%,16538.1,6786.6,4684.1,5067.4,1119.752486043233,True
All ages,Incidence/Survival follow recent trends,2017,Both sexes,0%,14217.1,5394.0,4289.4,4533.7,580.2211848367255,True
All ages,Incidence/Survival follow recent trends,2017,Both sexes,2%,15533.5,6196.0,4289.4,5048.1,959.8978817214536,True
All ages,Incidence/Survival follow recent trends,2017,Both sexes,5%,17821.3,7589.8,4289.4,5942.1,1650.2006312364974,True
All ages,Incidence/Survival at constant rate,2017,Both sexes,0%,1634.1,670.0,196.7,767.3,305.24977204468695,False
All ages,Incidence follows recent trend/Survival constant,2017,Both sexes,0%,1590.7,647.2,193.3,750.3,296.33984432292146,False
All ages,Survival follows recent trend/Incidence constant,2017,Both sexes,0%,1816.2,670.0,239.2,907.0,338.5543974016584,False
All ages,Incidence/Survival follow recent trends,2017,Both sexes,0%,1769.0,647.2,234.9,886.9,329.7856323937314,False
All ages,Incidence/Survival follow recent trends,2017,Both sexes,2%,1982.8,743.4,234.9,1004.5,391.37143908738835,False
All ages,Incidence/Survival follow recent trends,2017,Both sexes,5%,2354.3,910.6,234.9,1208.8,498.99481293229223,False
All ages,Incidence/Survival at constant rate,2017,Both sexes,0%,4113.2,1221.2,1143.2,1748.8,329.44324751515745,False
All ages,Incidence follows recent trend/Survival constant,2017,Both sexes,0%,3712.4,1010.4,1078.7,1623.3,335.8820378247895,False
All ages,Survival follows recent trend/Incidence constant,2017,Both sexes,0%,4147.7,1221.2,1157.2,1769.3,336.4461373434584,False
All ages,Incidence/Survival follow recent trends,2017,Both sexes,0%,3743.2,1010.4,1091.3,1641.4,343.3452635467687,False
All ages,Incidence/Survival follow recent trends,2017,Both sexes,2%,4119.4,1160.7,1091.3,1867.5,429.5092238047203,False
All ages,Incidence/Survival follow recent trends,2017,Both sexes,5%,4773.4,1421.8,1091.3,2260.3,602.6156182288454,False
All ages,Incidence/Survival at constant rate,2017,Both sexes,0%,4704.0,1311.1,2018.4,1374.5,391.3438513634781,False
All ages,Incidence follows recent trend/Survival constant,2017,Both sexes,0%,5360.9,1650.7,2193.7,1516.5,358.57553365132605,True
All ages,Survival follows recent trend/Incidence constant,2017,Both sexes,0%,4815.3,1311.1,2084.9,1419.3,419.0260612420188,False
All ages,Incidence/Survival follow recent trends,2017,Both sexes,0%,5491.3,1650.7,2271.6,1569.0,384.2391746469031,True
All ages,Incidence/Survival follow recent trends,2017,Both sexes,2%,5911.4,1896.2,2271.6,1743.7,271.6799035629981,True
All ages,Incidence/Survival follow recent trends,2017,Both sexes,5%,6641.5,2322.7,2271.6,2047.2,146.55307343530296,True
All ages,Incidence/Survival at constant rate,2017,Both sexes,0%,6476.8,883.9,2541.9,3051.1,1133.2111071346474,False
All ages,Incidence follows recent trend/Survival constant,2017,Both sexes,0%,6244.9,831.0,2466.5,2947.4,1109.4498651734261,False
All ages,Survival follows recent trend/Incidence constant,2017,Both sexes,0%,6663.8,883.9,2626.8,3153.0,1187.672910920062,False
All ages,Incidence/Survival follow recent trends,2017,Both sexes,0%,6422.2,831.0,2547.1,3044.1,1161.1646323124612,False
All ages,Incidence/Survival follow recent trends,2017,Both sexes,2%,6952.2,954.6,2547.1,3450.6,1263.750008242664,False
All ages,Incidence/Survival follow recent trends,2017,Both sexes,5%,7873.4,1169.3,2547.1,4157.0,1495.351805874903,False
All ages,Incidence/Survival at constant rate,2017,Both sexes,0%,13917.2,6041.8,2118.8,5756.6,2187.2683450672744,True
All ages,Incidence follows recent trend/Survival constant,2017,Both sexes,0%,11923.3,4938.1,1945.4,5039.8,1757.9300109314177,False
All ages,Survival follows recent trend/Incidence constant,2017,Both sexes,0%,14254.8,6041.8,2220.0,5993.0,2192.5656843068577,True
All ages,Incidence/Survival follow recent trends,2017,Both sexes,0%,12203.5,4938.1,2030.3,5235.0,1770.7603141023917,False
All ages,Incidence/Survival follow recent trends,2017,Both sexes,2%,13662.4,5672.4,2030.3,5959.8,2190.451301292346,False
All ages,Incidence/Survival follow recent trends,2017,Both sexes,5%,16198.1,6948.5,2030.3,7219.4,2920.8685026888834,False
All ages,Incidence/Survival at constant rate,2017,Both sexes,0%,14312.4,3536.0,5812.3,4964.1,1150.3951886199804,False
All ages,Incidence follows recent trend/Survival constant,2017,Both sexes,0%,14123.8,3441.0,5768.0,4914.8,1177.2117962938246,False
All ages,Survival follows recent trend/Incidence constant,2017,Both sexes,0%,14590.1,3536.0,5955.2,5098.9,1226.678084638889,False
All ages,Incidence/Survival follow recent trends,2017,Both sexes,0%,14397.0,3441.0,5908.8,5047.2,1252.4821914901624,False
All ages,Incidence/Survival follow recent trends,2017,Both sexes,2%,15563.2,3952.6,5908.8,5701.7,1074.6285916538793,False
All ages,Incidence/Survival follow recent trends,2017,Both sexes,5%,17589.9,4841.8,5908.8,6839.3,999.527013141716,False
All ages,Incidence/Survival at constant rate,2017,Both sexes,0%,2924.1,548.4,1989.4,386.3,882.4857902538715,True
All ages,Incidence follows recent trend/Survival constant,2017,Both sexes,0%,3328.5,730.3,2159.2,438.9,920.6973136342548,True
All ages,Survival follows recent trend/Incidence constant,2017,Both sexes,0%,2935.7,548.4,1999.0,388.3,887.3393619880352,True
All ages,Incidence/Survival follow recent trends,2017,Both sexes,0%,3342.1,730.3,2170.5,441.3,926.2675711333812,True
All ages,Incidence/Survival follow recent trends,2017,Both sexes,2%,3512.1,838.9,2170.5,502.6,882.0569388272695,True
All ages,Incidence/Survival follow recent trends,2017,Both sexes,5%,3807.4,1027.7,2170.5,609.2,808.1658018830872,True
All ages,Incidence/Survival at constant rate,2017,Females,0%,5775.8,1504.7,1871.7,2399.4,449.7488891963307,False
All ages,Incidence follows recent trend/Survival constant,2017,Females,0%,4598.9,865.3,1669.2,2064.4,611.0481514032534,False
All ages,Survival follows recent trend/Incidence constant,2017,Females,0%,5928.3,1504.7,1934.0,2489.7,493.84983885117674,False
All ages,Incidence/Survival follow recent trends,2017,Females,0%,4705.8,865.3,1713.4,2127.1,643.2418596453437,False
All ages,Incidence/Survival follow recent trends,2017,Females,2%,5137.0,993.9,1713.4,2429.7,717.9005943257974,False
All ages,Incidence/Survival follow recent trends,2017,Females,5%,5886.6,1217.5,1713.4,2955.7,895.4110173546,False
All ages,Incidence/Survival at constant rate,2017,Both sexes,0%,2664.7,1640.9,137.3,886.5,751.8014986240273,True
All ages,Incidence follows recent trend/Survival constant,2017,Both sexes,0%,2640.6,1624.5,136.6,879.5,743.9502469923643,True
All ages,Survival follows recent trend/Incidence constant,2017,Both sexes,0%,2889.1,1640.9,188.5,1059.7,731.0094208239271,True
All ages,Incidence/Survival follow recent trends,2017,Both sexes,0%,2863.2,1624.5,187.5,1051.2,723.3739904088341,True
All ages,Incidence/Survival follow recent trends,2017,Both sexes,2%,3252.9,1866.1,187.5,1199.3,845.1882867148597,True
All ages,Incidence/Survival follow recent trends,2017,Both sexes,5%,3930.2,2285.9,187.5,1456.8,1056.867372631653,True
All ages,Incidence/Survival at constant rate,2017,Males,0%,14802.3,5540.2,7900.5,1361.5,3311.371085114644,True
All ages,Incidence follows recent trend/Survival constant,2017,Males,0%,14107.6,5113.3,7667.0,1327.3,3189.748573686229,True
All ages,Survival follows recent trend/Incidence constant,2017,Males,0%,14856.1,5540.2,7946.6,1369.3,3327.8632549029617,True
All ages,Incidence/Survival follow recent trends,2017,Males,0%,14159.2,5113.3,7711.3,1334.7,3206.4635119291993,True
All ages,Incidence/Survival follow recent trends,2017,Males,2%,14961.4,5873.6,7711.3,1376.6,3259.053399889811,True
All ages,Incidence/Survival follow recent trends,2017,Males,5%,16355.7,7194.9,7711.3,1449.5,3475.783589350752,True
All ages,Incidence/Survival at constant rate,2017,Both sexes,0%,2111.3,959.1,269.9,882.3,377.6966684170425,True
All ages,Incidence follows recent trend/Survival constant,2017,Both sexes,0%,1770.3,755.3,246.5,768.4,297.60954845793054,False
All ages,Survival follows recent trend/Incidence constant,2017,Both sexes,0%,2201.5,959.1,291.6,950.8,383.0077849513418,True
All ages,Incidence/Survival follow recent trends,2017,Both sexes,0%,1845.8,755.3,264.9,825.6,305.45559961037435,False
All ages,Incidence/Survival follow recent trends,2017,Both sexes,2%,2066.6,867.7,264.9,934.0,368.6593594815319,False
All ages,Incidence/Survival follow recent trends,2017,Both sexes,5%,2450.2,1062.8,264.9,1122.5,478.83300150818064,False
All ages,Incidence/Survival at constant rate,2017,Both sexes,0%,2896.2,1212.8,860.3,823.1,215.06052636409123,True
All ages,Incidence follows recent trend/Survival constant,2017,Both sexes,0%,2729.6,1105.8,830.9,792.9,170.7436772865494,True
All ages,Survival follows recent trend/Incidence constant,2017,Both sexes,0%,2891.7,1212.8,856.6,822.4,216.2021584844456,True
All ages,Incidence/Survival follow recent trends,2017,Both sexes,0%,2725.4,1105.8,827.4,792.3,171.76574163668377,True
All ages,Incidence/Survival follow recent trends,2017,Both sexes,2%,2990.5,1270.2,827.4,892.9,238.99699440230071,True
All ages,Incidence/Survival follow recent trends,2017,Both sexes,5%,3451.1,1556.0,827.4,1067.8,371.25673057871967,True
All ages,Incidence/Survival at constant rate,2017,Both sexes,0%,24145.7,4330.6,13376.1,6439.0,4732.683826681573,False
All ages,Incidence follows recent trend/Survival constant,2017,Both sexes,0%,25337.7,4475.7,13428.5,7433.5,4561.455061710024,False
All ages,Survival follows recent trend/Incidence constant,2017,Both sexes,0%,26668.1,4330.6,15435.4,6902.1,5813.008460628053,False
All ages,Incidence/Survival follow recent trends,2017,Both sexes,0%,27822.6,4475.7,15424.9,7922.1,5598.432242452644,False
All ages,Incidence/Survival follow recent trends,2017,Both sexes,2%,29287.2,5141.1,15424.9,8721.2,5220.364804302473,False
All ages,Incidence/Survival follow recent trends,2017,Both sexes,5%,31832.7,6297.7,15424.9,10110.1,4584.162457854215,False
All ages,Incidence/Survival at constant rate,2018,Both sexes,0%,150779.1,46648.0,58333.3,45797.8,7004.853512386966,True
All ages,Incidence follows recent trend/Survival constant,2018,Both sexes,0%,142613.3,41516.4,56718.7,44378.2,8078.652577214427,False
All ages,Survival follows recent trend/Incidence constant,2018,Both sexes,0%,156408.2,46648.0,61848.4,47911.8,8434.830270570554,False
All ages,Incidence/Survival follow recent trends,2018,Both sexes,0%,147942.6,41516.4,60069.3,46356.9,9623.49947108639,False
All ages,Incidence/Survival follow recent trends,2018,Both sexes,2%,161666.5,48643.1,60069.3,52954.1,5770.165198097309,False
All ages,Incidence/Survival follow recent trends,2018,Both sexes,5%,186114.5,61338.6,60069.3,64706.5,2396.4382160475843,False
